Image_name;Cell_id;RgbMean_r;RgbMean_g;RgbMean_b;Canny_thresh_10;Canny_thresh_15;Canny_thresh_20;Canny_thresh_25;Canny_thresh_30;Canny_thresh_35;Canny_thresh_40;Canny_thresh_45;Canny_thresh_50;Canny_thresh_55;Canny_thresh_60;Canny_thresh_65;Canny_thresh_70;Canny_thresh_75;Canny_thresh_80;Canny_thresh_85;Canny_thresh_90;Canny_thresh_95;Canny_thresh_100;Mean;Modus;Mean_dev;Modus_dev;Harris_Q0.02_D5;Harris_Q0.02_D10;Harris_Q0.02_D20;Harris_Q0.16_D5;Harris_Q0.16_D10;Harris_Q0.16_D20;Road;Main_road;Laws_W7_b;Laws_W7_o;Laws_W7_r;Laws_W7_v_r;Laws_W7_v_u;Laws_W11_b;Laws_W11_o;Laws_W11_r;Laws_W11_v_r;Laws_W11_v_u;Laws_W15_b;Laws_W15_o;Laws_W15_r;Laws_W15_v_r;Laws_W15_v_u;Laws_W31_b;Laws_W31_o;Laws_W31_r;Laws_W31_v_r;Laws_W31_v_u
D:\urban\sg500\9\01.bmp;58;113.234;98.9677;96.1975;903;846;775;670;628;601;550;518;422;404;368;339;291;252;227;118;116;93;49;83.4129;0;70.6341;62.0611;14;6;4;4;3;2;944;0;1774;0;1514;365;191;1779;0;1580;364;121;1414;0;2001;381;48;2120;0;1673;51;0
D:\urban\sg500\9\01.bmp;59;131.374;123.354;117.911;888;763;689;652;586;522;412;397;299;283;245;223;183;161;79;63;38;0;0;49.1348;30;37.2185;34.9411;0;0;0;0;0;0;600;0;845;0;2991;0;8;359;0;3472;0;13;260;0;3563;0;21;495;0;3234;0;115
D:\urban\sg500\9\01.bmp;60;60.6855;75.1537;71.365;943;809;675;525;447;406;324;299;270;246;228;221;203;176;128;114;101;90;65;151.547;180;42.9698;51.5629;4;2;1;1;1;1;18;0;327;0;335;1947;1235;430;0;292;1936;1186;554;0;236;1947;1107;483;0;697;1415;1249
D:\urban\sg500\9\01.bmp;61;55.199;71.4753;65.5749;753;355;104;88;64;64;64;64;63;62;59;58;46;46;45;38;38;38;38;151.989;159;21.933;23.0267;0;0;0;0;0;0;0;0;361;0;57;1020;2406;318;0;0;791;2735;208;0;0;689;2947;0;0;10;398;3436
D:\urban\sg500\9\01.bmp;62;106.384;111.855;104.758;840;680;491;475;386;351;237;225;204;204;204;203;199;199;199;198;195;194;194;98.622;32;52.3033;84.2777;6;4;2;0;0;0;0;0;1535;0;740;6;1563;1512;0;829;0;1503;1534;0;895;7;1408;446;0;2130;164;1104
D:\urban\sg500\9\01.bmp;63;136.582;134.77;126.258;940;886;730;629;579;522;443;386;331;316;304;291;285;280;272;271;265;244;222;61.4605;30;41.8216;52.1695;6;4;2;1;1;1;0;0;2270;0;1296;0;278;2367;0;1250;0;227;2448;0;1238;0;158;2153;0;1490;151;50
D:\urban\sg500\9\01.bmp;64;144.619;141.948;134.671;971;928;852;794;745;666;603;568;516;491;452;425;366;363;331;242;215;214;211;56.2248;30;41.4951;48.8384;6;5;3;0;0;0;0;0;2022;0;1409;345;68;2035;0;1416;353;40;2277;0;1207;336;24;2610;0;986;225;23
D:\urban\sg500\9\01.bmp;65;75.8762;83.4207;79.2112;945;921;861;760;666;601;544;480;418;416;374;339;312;299;299;294;290;258;164;117.458;180;56.6864;84.4202;0;0;0;0;0;0;65;0;693;0;916;1669;566;783;0;906;1866;289;895;0;914;1923;112;128;0;1362;2344;10
D:\urban\sg500\9\01.bmp;66;108.562;101.341;97.4113;993;927;791;769;732;653;609;589;510;423;345;339;247;227;214;189;143;143;132;95.3273;0;69.5283;74.8773;12;6;3;1;1;1;16;0;1767;0;1312;466;299;2135;0;1056;461;192;2111;0;1140;530;63;1681;0;1315;848;0
D:\urban\sg500\9\01.bmp;67;121.576;104.357;101.669;934;840;721;647;584;551;497;470;395;354;259;231;186;158;116;91;91;69;66;89.4334;30;71.0127;33.9775;11;7;4;3;3;2;1063;0;2070;0;1516;69;189;2001;0;1667;79;97;1504;0;2238;78;24;2477;0;1367;0;0
D:\urban\sg500\9\01.bmp;68;85.6738;86.7263;82.7323;964;930;878;838;799;734;648;626;594;519;476;422;370;332;262;202;176;144;136;100.837;120;66.3037;71.4714;7;3;2;2;2;1;460;0;1183;0;1112;1165;384;1408;0;906;1304;226;1524;0;837;1423;60;850;0;1774;1220;0
D:\urban\sg500\9\01.bmp;69;118.678;105.043;101.547;941;880;776;689;617;589;514;473;384;351;322;320;310;279;254;246;239;178;155;81.2659;0;64.5296;54.3966;9;6;4;3;2;2;174;0;1875;0;1693;134;142;1877;0;1655;149;163;1853;0;1784;163;44;1756;0;1946;142;0
D:\urban\sg500\9\01.bmp;70;165.821;164.283;161.165;893;797;703;680;647;623;520;481;473;431;382;380;371;371;365;363;346;342;321;71.565;60;64.9292;65.291;5;3;3;0;0;0;533;0;1837;0;1862;78;67;1993;0;1723;91;37;2428;0;1301;109;6;2861;0;919;64;0
D:\urban\sg500\9\01.bmp;71;74.0502;78.9584;74.1452;909;791;723;693;608;596;543;518;481;433;413;329;299;223;188;185;149;57;42;112.756;180;62.8098;93.7104;2;2;2;0;0;0;0;0;634;0;830;1779;601;724;0;777;1835;508;783;0;665;1947;449;72;0;1060;2008;704
D:\urban\sg500\9\01.bmp;72;115.444;117.517;111.127;865;809;691;653;504;457;423;407;374;343;306;305;233;201;166;163;134;134;128;78.7776;120;44.9027;61.2308;5;3;2;1;1;1;0;0;1460;0;1621;143;620;1525;0;1540;155;624;1660;0;1510;184;490;921;0;2232;425;266
D:\urban\sg500\9\01.bmp;73;179.123;171.428;163.304;872;792;722;655;626;590;542;541;531;462;451;433;419;398;377;363;333;314;288;33.7157;30;11.4052;11.5519;7;5;1;0;0;0;0;0;2685;0;1159;0;0;2968;0;876;0;0;3548;0;296;0;0;3837;0;7;0;0
D:\urban\sg500\9\01.bmp;74;155.517;151.666;144.488;934;872;826;778;741;712;675;650;636;573;537;527;512;504;461;443;373;358;292;53.0224;60;38.8587;39.5135;3;3;2;1;1;1;22;0;2350;0;1132;173;189;2442;0;1106;200;96;2336;0;1258;225;25;2257;0;1383;204;0
D:\urban\sg500\9\01.bmp;75;88.5611;84.8626;80.5801;927;847;742;630;528;478;439;366;354;340;327;303;284;277;246;184;158;116;67;128.132;120;75.1732;70.9871;5;3;1;1;1;1;56;0;1318;0;1238;636;652;1719;0;884;728;513;1913;0;754;943;234;478;0;1784;1575;7
D:\urban\sg500\9\01.bmp;76;127.149;111.503;108.525;987;909;860;813;730;707;671;599;522;478;336;308;287;273;224;125;79;79;72;80.3182;0;63.3709;30.3274;15;8;4;0;0;0;720;0;1914;0;1723;0;207;1485;0;2254;0;105;1270;0;2550;0;24;2505;0;1336;3;0
D:\urban\sg500\9\01.bmp;77;97.833;93.5687;90.5406;920;865;821;739;693;627;505;475;391;356;311;269;241;177;114;83;52;47;28;98.2105;0;73.1063;70.3299;13;9;3;5;4;2;665;0;2009;0;1236;244;355;2500;0;833;265;246;2685;0;831;323;5;2747;0;1068;29;0
D:\urban\sg500\9\01.bmp;78;116.444;100.182;97.6948;938;901;819;777;713;651;568;549;519;371;305;254;237;232;205;177;167;122;103;97.7196;0;76.3954;61.9649;14;8;4;2;2;0;264;0;1979;0;1372;159;334;2033;0;1323;171;317;1832;0;1602;230;180;1444;0;2009;391;0
D:\urban\sg500\9\01.bmp;79;126.946;104.993;104.768;955;915;825;723;655;586;488;464;323;287;227;226;219;186;185;185;181;146;122;136.352;0;127.481;52.8403;14;11;3;2;2;2;157;0;1298;0;1871;276;399;1457;0;1802;303;282;1848;0;1570;360;66;2125;0;1400;319;0
D:\urban\sg500\9\01.bmp;80;157.959;154.503;151.465;911;849;745;697;685;641;600;540;521;483;384;352;310;310;308;307;282;278;273;52.4899;30;58.8419;56.0813;4;4;2;0;0;0;778;0;1831;0;2013;0;0;1995;0;1849;0;0;2205;0;1639;0;0;2918;0;926;0;0
D:\urban\sg500\9\01.bmp;81;147.096;143.403;140.328;894;774;676;639;616;582;480;419;402;387;312;289;279;275;266;243;239;238;235;69.9841;0;73.3421;67.7229;8;4;3;0;0;0;154;0;1526;0;2181;96;41;1682;0;2021;130;11;2310;0;1392;105;37;2809;0;1002;12;21
D:\urban\sg500\9\01.bmp;82;129.975;130.971;128.381;880;752;672;616;519;492;454;440;431;416;408;403;388;256;237;235;231;222;206;88.493;0;72.4349;99.7474;3;3;2;0;0;0;584;0;1894;0;1413;301;236;1938;0;1386;308;212;2312;0;1091;320;121;2510;0;1256;78;0
D:\urban\sg500\9\01.bmp;83;107.013;108.599;102.601;967;950;874;836;754;657;585;517;504;473;451;441;409;365;341;331;328;287;277;81.8832;30;56.6749;76.5513;6;3;3;0;0;0;24;0;1436;0;1257;520;631;1652;0;1139;610;443;1884;0;1026;797;137;1885;0;1191;707;61
D:\urban\sg500\9\01.bmp;84;80.5705;86.5942;81.3387;953;911;784;745;670;591;541;515;432;393;362;327;282;256;244;220;114;15;11;109.926;180;53.0298;87.9278;0;0;0;0;0;0;81;0;1095;0;1109;954;686;1228;0;1057;925;634;1554;0;950;964;376;319;0;1819;1580;126
D:\urban\sg500\9\01.bmp;85;118.332;108.877;104.884;868;835;774;747;676;618;554;466;456;365;351;339;323;241;185;185;181;174;151;82.6805;0;64.5658;70.6756;12;8;3;2;2;2;56;0;1697;0;1590;244;313;1845;0;1517;235;247;2138;0;1269;294;143;1997;0;1117;709;21
D:\urban\sg500\9\01.bmp;86;101.136;96.1556;93.5021;962;928;851;823;689;620;440;391;325;264;188;167;161;154;143;135;87;87;87;79.7042;0;63.1823;62.7246;13;10;5;3;3;2;1204;0;1949;0;1354;326;215;2078;0;1256;377;133;2232;0;1201;385;26;2420;0;1211;213;0
D:\urban\sg500\9\01.bmp;87;70.532;74.493;72.0042;991;946;798;753;686;562;502;455;398;381;345;316;265;205;178;161;140;73;52;128.375;180;68.6105;89.517;7;5;2;2;2;2;454;0;986;0;488;2114;256;1077;0;410;2217;140;1162;0;324;2356;2;948;0;638;2258;0
D:\urban\sg500\9\01.bmp;88;115.913;110.177;108.977;870;837;773;741;710;665;611;534;494;378;337;294;285;256;215;214;209;208;181;104.363;0;95.8611;59.4439;17;11;5;5;4;2;488;0;1866;0;1696;59;223;2147;0;1556;80;61;1944;0;1774;115;11;2394;0;1348;102;0
D:\urban\sg500\9\01.bmp;89;119.198;117.218;116.99;957;872;808;752;666;624;614;584;481;422;333;307;271;267;254;253;247;246;246;148.366;0;119.086;84.2111;13;8;3;1;1;1;552;0;2078;0;1644;74;48;1998;0;1742;56;48;1502;0;2274;20;48;2693;0;1151;0;0
D:\urban\sg500\9\01.bmp;90;140.946;134.423;130.349;942;914;842;799;763;732;664;530;451;437;400;390;348;328;297;241;227;220;215;40.7222;30;34.9532;31.2936;2;2;1;0;0;0;437;0;1238;0;2596;0;10;1244;0;2599;0;1;1198;0;2645;0;1;1619;0;2220;0;5
D:\urban\sg500\9\01.bmp;91;157.748;155.13;153.353;919;864;720;637;586;567;509;472;425;418;309;296;237;149;81;81;80;77;76;75.2742;0;80.9961;79.2397;2;2;2;0;0;0;854;0;1817;0;2002;0;25;1850;0;1952;0;42;2038;0;1745;0;61;2494;0;1241;0;109
D:\urban\sg500\9\01.bmp;92;171.881;176.139;177.12;843;746;527;401;356;182;145;97;91;90;73;73;72;72;72;72;72;72;72;178.787;180;56.9651;56.978;1;1;1;0;0;0;5;0;3377;0;185;199;83;3293;0;287;201;63;3246;0;368;218;12;3062;0;645;136;1
D:\urban\sg500\9\01.bmp;93;74.2555;80.8345;76.9493;952;903;797;731;637;580;460;350;302;248;246;236;208;206;118;116;41;32;32;125.801;180;58.6009;82.5561;1;1;1;0;0;0;128;0;896;0;795;1292;861;893;0;769;1550;632;1109;0;632;1708;395;200;0;1322;1994;328
D:\urban\sg500\9\01.bmp;94;108.617;98.9839;96.4722;925;863;756;684;634;602;561;537;457;438;423;408;367;353;328;326;270;207;193;120.29;0;88.7506;83.2034;12;8;3;0;0;0;56;0;1806;0;1209;464;365;1684;0;1380;478;302;1716;0;1480;550;98;1356;0;1786;697;5
D:\urban\sg500\9\01.bmp;95;128.681;116.315;113.908;913;839;764;737;716;709;650;623;572;473;443;389;360;335;274;255;245;222;209;80.2594;0;64.0606;41.7542;24;11;6;2;2;2;572;0;2061;0;1712;0;71;2179;0;1560;0;105;2041;0;1753;0;50;2748;0;1096;0;0
D:\urban\sg500\9\01.bmp;96;117.575;105.082;102.581;954;897;814;724;664;636;594;531;464;399;375;309;237;228;219;214;165;138;123;96.5291;0;77.0375;52.1712;17;9;5;2;2;2;575;0;1705;0;2020;0;119;1968;0;1829;0;47;1899;0;1927;0;18;1844;0;1968;32;0
D:\urban\sg500\9\01.bmp;97;104.851;98.9298;96.3187;887;842;796;764;710;624;551;546;444;431;395;376;332;234;212;210;209;201;187;81.1072;0;68.4969;64.193;12;6;4;2;2;1;330;0;1574;0;1641;181;448;1841;0;1576;191;236;1780;0;1710;291;63;2245;0;1313;286;0
D:\urban\sg500\9\01.bmp;98;108.148;104.307;105.227;871;831;795;756;671;593;513;499;433;394;325;307;274;264;240;221;199;197;175;157.518;0;130.586;80.9297;12;7;4;3;3;2;605;0;1746;0;1410;455;233;1881;0;1249;521;193;1836;0;1301;630;77;2277;0;905;662;0
D:\urban\sg500\9\01.bmp;99;110.427;110.502;109.39;907;836;785;754;711;667;613;588;557;531;516;491;486;368;339;327;310;309;300;133.253;0;99.9016;97.6094;18;9;5;3;3;3;540;0;1810;0;1426;495;113;1919;0;1383;455;87;1901;0;1461;423;59;2049;0;1664;131;0
D:\urban\sg500\10\01.bmp;0;15.1176;26.5466;33.6808;954;882;700;591;382;341;244;128;98;0;0;0;0;0;0;0;0;0;0;203.526;200;14.5151;15.1568;0;0;0;0;0;0;0;0;208;0;1;3635;0;382;0;0;3462;0;198;0;0;3646;0;17;0;11;3787;29
D:\urban\sg500\10\01.bmp;1;27.4987;36.7971;43.5479;963;899;832;770;574;550;421;387;293;283;184;99;32;29;0;0;0;0;0;207.887;210;20.1511;20.144;4;3;1;2;2;1;0;0;1210;0;15;2498;121;1136;0;50;2545;113;1007;0;34;2691;112;1243;0;30;2527;44
D:\urban\sg500\10\01.bmp;2;22.9878;32.083;40.6405;961;904;837;757;672;601;506;472;425;306;234;106;36;18;2;2;2;2;0;210.415;210;16.5105;16.5533;1;1;1;1;1;1;0;0;691;0;33;2960;160;438;0;11;3252;143;318;0;79;3339;108;264;0;84;2892;604
D:\urban\sg500\10\01.bmp;3;28.308;35.8447;43.8101;924;876;809;771;666;598;445;427;338;290;236;129;127;126;101;99;68;67;34;212.991;240;22.7313;32.7774;7;4;4;0;0;0;227;0;1041;0;17;2783;3;921;0;18;2904;1;820;0;6;3018;0;1032;0;0;2812;0
D:\urban\sg500\10\01.bmp;4;34.1324;40.2732;47.6943;975;862;793;743;704;676;528;480;446;392;224;193;185;183;111;108;104;102;98;213.078;240;28.4125;35.6331;2;1;1;0;0;0;642;0;1483;0;37;2309;15;1262;0;101;2474;7;1220;0;87;2537;0;1890;0;19;1832;103
D:\urban\sg500\10\01.bmp;5;37.1532;42.6353;50.3822;940;896;842;816;742;670;562;538;516;501;401;372;328;307;262;197;192;192;146;212.857;210;34.3258;35.2053;8;7;3;2;2;2;645;0;1683;0;73;1958;130;1448;0;151;2160;85;1328;0;171;2318;27;2322;0;141;1291;90
D:\urban\sg500\10\01.bmp;6;36.8905;42.3145;50.1517;940;890;808;721;582;484;413;403;375;355;226;195;169;163;119;109;76;76;74;204.67;210;50.7411;50.3963;5;5;4;3;3;2;644;0;1189;0;197;2333;125;954;0;269;2540;81;1115;0;258;2446;25;1630;0;512;1651;51
D:\urban\sg500\10\01.bmp;7;59.795;64.1756;70.0364;917;860;779;699;663;641;612;539;462;459;398;363;337;317;251;232;179;177;167;190.213;210;67.2553;69.1371;3;3;2;2;2;1;1018;0;2381;0;229;867;367;2082;0;537;915;310;2183;0;709;823;129;2321;0;1443;80;0
D:\urban\sg500\10\01.bmp;8;33.3759;42.0512;50.9493;922;855;757;682;601;581;505;457;403;337;272;229;208;201;158;151;85;82;31;209.337;210;28.4639;28.3471;2;2;1;2;2;1;98;0;1327;0;119;2202;196;1017;0;255;2354;218;1076;0;381;2277;110;1859;0;358;1393;234
D:\urban\sg500\10\01.bmp;9;33.2557;42.4285;51.2549;959;920;851;795;740;660;548;501;373;332;292;268;255;222;177;165;145;144;124;209.661;210;15.1753;15.1497;0;0;0;0;0;0;0;0;1458;0;58;2253;75;1125;0;128;2456;135;1072;0;209;2479;84;1815;0;560;1309;160
D:\urban\sg500\10\01.bmp;10;24.8254;33.0869;40.0588;913;860;806;779;711;608;549;466;426;376;265;252;138;92;88;88;86;86;39;200.936;210;45.7791;43.2812;2;2;1;1;1;1;478;0;764;0;122;2956;2;628;0;147;3069;0;518;0;121;3205;0;867;0;79;2890;8
D:\urban\sg500\10\01.bmp;11;37.8546;41.5466;47.2526;951;932;879;844;834;814;786;773;631;621;535;371;206;180;167;146;120;117;103;193.174;210;70.716;62.7486;6;4;3;1;1;1;475;0;1501;0;64;2260;19;1336;0;75;2433;0;1386;0;18;2440;0;1788;0;23;2012;21
D:\urban\sg500\10\01.bmp;12;28.3504;35.5245;43.4729;959;886;784;676;592;580;431;397;368;309;287;232;169;136;97;75;72;72;53;213.084;210;22.7586;23.3284;4;4;1;2;2;1;482;0;1108;0;50;2662;24;787;0;109;2908;40;719;0;148;2964;13;1501;0;52;2119;172
D:\urban\sg500\10\01.bmp;13;38.5153;44.3023;51.4779;855;736;661;645;622;596;560;526;454;415;386;342;258;239;137;114;111;110;26;213.605;240;23.0127;32.3964;2;1;1;2;1;1;750;0;1435;0;187;1943;279;908;0;366;2337;233;994;0;584;2123;143;1407;0;799;747;891
D:\urban\sg500\10\01.bmp;14;35.9961;42.3728;49.5669;932;842;796;733;687;618;545;506;428;345;300;248;238;170;84;68;61;61;52;213.774;210;22.816;23.6253;4;4;3;0;0;0;604;0;1554;0;113;1934;243;1156;0;218;2188;282;1008;0;412;2125;299;1937;0;670;460;777
D:\urban\sg500\10\01.bmp;15;42.8377;49.5302;56.3052;937;864;795;775;723;675;564;481;458;408;356;312;300;185;181;154;148;127;86;210.95;210;26.3909;26.5558;8;5;4;2;2;2;588;0;1526;0;635;1581;102;1287;0;702;1696;159;1408;0;655;1571;210;1724;0;799;697;624
D:\urban\sg500\10\01.bmp;16;37.7084;43.3658;50.6569;969;880;828;803;734;638;543;504;442;352;277;266;253;234;220;208;167;118;114;211.15;210;38.9458;39.3233;6;5;2;5;4;1;570;0;1634;0;184;2020;6;1382;0;184;2278;0;1473;0;132;2239;0;2620;0;34;1185;5
D:\urban\sg500\10\01.bmp;17;44.9149;50.4454;58.4326;938;877;801;728;701;694;635;604;573;502;475;454;388;370;287;141;95;93;88;217.056;210;25.9533;27.9087;6;4;3;1;1;1;921;0;2057;0;278;1387;122;1906;0;314;1532;92;1914;0;328;1552;50;2729;0;496;607;12
D:\urban\sg500\10\01.bmp;18;33.2097;40.2648;48.6792;996;954;851;781;726;691;615;514;447;427;351;180;158;135;106;85;46;46;45;215.736;210;20.497;21.6848;0;0;0;0;0;0;675;0;1477;0;111;2228;28;1070;0;171;2593;10;861;0;217;2766;0;2244;0;64;1514;22
D:\urban\sg500\10\01.bmp;19;31.5892;38.6228;47.4253;934;869;802;723;629;588;549;509;459;444;383;321;267;261;118;36;23;23;0;215.498;210;17.5692;18.6043;6;5;5;1;1;1;644;0;1447;0;44;2324;29;962;0;121;2681;80;858;0;220;2763;3;1431;0;30;2260;123
D:\urban\sg500\10\01.bmp;20;26.3512;32.8928;39.3621;910;877;798;773;687;652;484;422;355;284;236;219;180;144;120;118;110;82;58;194.187;0;62.9009;139.978;4;2;2;3;2;2;213;0;787;0;1;2999;57;745;0;9;3042;48;790;0;0;3037;17;1316;0;7;2511;10
D:\urban\sg500\10\01.bmp;21;25.4719;32.0687;40.1683;912;832;686;627;547;472;310;303;276;232;212;166;137;123;110;110;94;94;27;208.413;210;38.5749;38.0764;3;3;2;2;2;1;107;0;801;0;19;2999;25;773;0;26;3037;8;704;0;30;3110;0;874;0;0;2970;0
D:\urban\sg500\10\01.bmp;22;32.3413;38.865;47.1113;895;847;789;763;685;663;595;566;468;312;260;253;229;176;163;88;50;50;49;214.499;210;24.953;26.1897;1;1;1;1;1;1;736;0;1475;0;65;2150;154;963;0;180;2475;226;753;0;349;2611;131;1600;0;143;1627;474
D:\urban\sg500\10\01.bmp;23;22.9347;29.9212;38.4776;919;833;691;643;534;421;333;324;253;251;240;223;182;182;158;137;112;57;56;215.908;210;21.3373;22.6835;4;2;1;0;0;0;60;0;892;0;4;2910;38;522;0;14;3267;41;476;0;8;3332;28;508;0;0;3149;187
D:\urban\sg500\10\01.bmp;24;30.9618;33.4136;40.5525;877;764;707;650;613;585;474;416;362;355;275;235;210;209;205;203;190;185;176;211.796;240;53.938;48.0621;4;1;1;0;0;0;53;0;1143;0;18;2676;7;961;0;25;2856;2;1039;0;24;2781;0;1389;0;8;2210;237
D:\urban\sg500\10\01.bmp;25;45.7669;47.4519;52.8715;871;798;751;722;703;687;643;607;591;553;525;453;441;438;435;385;281;281;265;203.075;240;66.7775;56.5921;5;4;3;1;1;1;641;0;1933;0;198;1561;152;1802;0;145;1683;214;1900;0;80;1636;228;3156;0;210;296;182
D:\urban\sg500\10\01.bmp;26;29.768;34.3559;41.5325;912;881;825;789;698;676;591;554;496;431;351;303;205;175;74;7;7;7;0;213.489;240;44.0559;42.0685;4;4;3;2;2;1;225;0;1411;0;41;2343;49;1195;0;35;2571;43;1004;0;61;2760;19;1892;0;3;1933;16
D:\urban\sg500\10\01.bmp;27;34.9852;41.9644;49.5671;1009;939;872;813;772;697;639;615;543;512;480;463;407;369;270;247;211;198;105;211.306;210;27.091;27.3783;5;3;2;1;1;1;0;0;1819;0;41;1964;20;1478;0;112;2240;14;1489;0;171;2184;0;2590;0;4;1250;0
D:\urban\sg500\10\01.bmp;28;29.6977;37.8928;47.8874;925;830;763;678;657;588;528;478;397;378;364;298;287;279;205;205;198;197;184;214.845;210;18.4649;19.5831;0;0;0;0;0;0;476;0;1291;0;10;2527;16;1035;0;61;2728;20;844;0;79;2921;0;1387;0;0;2457;0
D:\urban\sg500\10\01.bmp;29;27.2765;35.7526;44.6142;861;771;715;685;619;590;516;503;450;383;285;194;180;95;29;29;29;29;26;211.434;210;20.0286;20.2333;0;0;0;0;0;0;883;0;884;0;102;2623;235;438;0;129;2969;308;387;0;213;3028;216;51;0;898;2158;737
D:\urban\sg500\10\01.bmp;30;46.9084;53.3681;57.8962;953;920;868;816;774;699;631;528;490;407;361;207;197;190;183;177;130;100;89;186.68;0;71.6164;137.617;2;2;2;0;0;0;658;0;1768;0;20;1622;434;1718;0;47;1545;534;1963;0;43;1241;597;2926;0;357;59;502
D:\urban\sg500\10\01.bmp;31;23.3348;30.7258;40.4438;908;776;654;562;404;314;299;253;229;223;206;167;120;110;108;83;74;57;43;213.763;210;22.2849;23.0788;1;1;1;0;0;0;653;0;801;0;39;2929;75;543;0;114;3051;136;447;0;248;3137;12;681;0;211;2729;223
D:\urban\sg500\10\01.bmp;32;11.1556;21.0499;31.0081;823;745;586;488;348;248;87;12;12;12;12;12;12;0;0;0;0;0;0;211.933;210;12.8082;12.9952;0;0;0;0;0;0;9;0;41;0;0;3803;0;9;0;0;3835;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\10\01.bmp;33;12.1574;23.1865;32.6043;926;848;613;473;229;111;40;7;7;7;7;7;7;7;7;7;7;7;7;209.168;210;13.0931;13.0957;0;0;0;0;0;0;0;0;124;0;0;3720;0;43;0;0;3801;0;34;0;0;3810;0;20;0;0;3824;0
D:\urban\sg500\10\01.bmp;34;15.4781;23.3345;33.0645;926;818;642;577;311;112;77;52;52;52;52;52;52;52;52;52;52;52;50;213.434;210;30.9128;31.7175;2;2;0;0;0;0;0;0;264;0;0;3580;0;200;0;0;3644;0;176;0;0;3668;0;168;0;0;3676;0
D:\urban\sg500\10\01.bmp;35;23.814;29.4441;37.4763;921;779;631;604;517;414;335;320;215;211;189;185;159;145;137;124;106;103;42;210.314;210;50.1555;50.2836;3;3;3;0;0;0;0;0;640;0;68;3023;113;520;0;24;3128;172;428;0;26;3206;184;287;0;26;3252;279
D:\urban\sg500\10\01.bmp;36;38.2399;44.4774;50.5869;873;810;737;691;636;612;574;481;459;445;436;419;383;378;303;174;172;170;166;206.343;240;47.5832;44.9335;5;4;3;3;3;2;325;0;1849;0;61;1867;67;1730;0;95;2002;17;1828;0;80;1921;15;2790;0;198;856;0
D:\urban\sg500\10\01.bmp;37;40.7849;43.076;49.1374;979;900;809;741;669;653;604;549;514;438;366;321;270;248;232;176;157;140;139;202.487;0;66.28;131.272;7;6;2;4;3;2;549;0;1788;0;19;2021;16;1527;0;64;2242;11;1434;0;96;2312;2;2375;0;341;1111;17
D:\urban\sg500\10\01.bmp;38;32.5874;39.7669;47.9139;971;891;809;726;646;628;526;494;439;393;324;318;314;222;197;166;153;111;55;207.776;210;36.439;35.9954;8;6;3;3;2;2;207;0;1375;0;11;2415;43;1275;0;28;2515;26;1235;0;32;2577;0;1990;0;0;1854;0
D:\urban\sg500\10\01.bmp;39;26.1246;34.5955;43.0531;921;858;783;729;713;615;471;402;371;362;319;280;271;263;239;237;171;143;99;207.761;210;33.4688;33.1157;3;2;2;1;1;1;312;0;1050;0;15;2771;8;863;0;50;2914;17;670;0;85;3089;0;1093;0;65;2674;12
D:\urban\sg500\10\01.bmp;40;21.1446;28.1878;39;756;618;475;279;176;148;136;95;90;90;90;88;88;88;59;59;56;49;47;211.908;220;35.3126;33.9842;1;1;1;0;0;0;467;0;559;0;15;3269;1;482;0;9;3353;0;476;0;16;3352;0;777;0;19;3042;6
D:\urban\sg500\10\01.bmp;41;11.9022;20.7908;31.8733;863;720;507;402;176;24;0;0;0;0;0;0;0;0;0;0;0;0;0;214.599;210;10.7808;11.8306;0;0;0;0;0;0;19;0;46;0;0;3798;0;24;0;0;3820;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\10\01.bmp;42;12.468;22.6311;32.5432;961;903;733;475;211;36;0;0;0;0;0;0;0;0;0;0;0;0;0;210.351;210;12.0886;12.1073;0;0;0;0;0;0;108;0;46;0;0;3798;0;0;0;0;3844;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\10\01.bmp;43;12.3814;23.3335;33.1257;991;882;634;472;265;27;0;0;0;0;0;0;0;0;0;0;0;0;0;209.245;210;12.3002;12.2889;0;0;0;0;0;0;132;0;20;0;0;3824;0;1;0;0;3843;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\10\01.bmp;44;13.0138;24.8717;33.8733;922;836;637;539;228;115;34;17;0;0;0;0;0;0;0;0;0;0;0;206.835;203;9.91755;10.667;0;0;0;0;0;0;72;0;115;0;0;3729;0;33;0;0;3811;0;0;0;0;3844;0;0;0;0;3844;0
D:\urban\sg500\10\01.bmp;45;19.3559;30.5786;38.8221;1014;979;698;614;337;261;192;149;92;61;58;58;58;28;28;20;20;20;20;206.802;203;15.47;16.1083;2;1;0;1;1;0;0;0;292;0;0;3552;0;250;0;0;3594;0;329;0;0;3515;0;388;0;0;3456;0
D:\urban\sg500\10\01.bmp;46;23.6069;32.3018;40.5697;887;789;645;563;489;377;336;330;306;301;247;238;189;162;156;152;114;67;67;211.61;210;25.2003;25.4599;1;1;1;0;0;0;0;0;764;0;52;2971;57;625;0;78;3112;29;615;0;45;3182;2;911;0;51;2868;14
